Date,AAPL,MSFT,AMZN,GOOG - C,TSLA,NVDA,FB,AVGO,CSCO,COST,PEP,ADBE,CMCSA,INTC,QCOM,AMD,NFLX,TXN,TMUS,INTU,AMGN,HON,PYPL,AMAT,SBUX,ISRG,CHTR,MU,MDLZ,BKNG,ADP,ADI,CSX,GILD,LRCX,FISV,REGN,ATVI,VRTX,MRNA,MELI,KDP,MAR,KLAC,ILMN,ASML,JD,NXPI,KHC,WDAY,SNPS,CTSH,ADSK,ORLY,IDXX,MNST,PAYX,CDNS,EXC,DXCM,WBA,LULU,CRWD,CTAS,MCHP,BIDU,ALGN,ODFL,XEL,EA,AZN,EBAY,ROST,DLTR,PCAR,BIIB,FAST,VRSK,CPRT,ANSS,ZM,SIRI,NTES,VRSN,SGEN,SWKS,DOCU,SPLK,PDD,EXC (CEG?),CDW,FOXA,CERN,CHKP,TCOM,INCY,CSGP,BMRN,CTXS,EXPE,LBTYA,TTWO,ULTA
02/10/2020,80.39,188.7,2133.91,1508.68,154.26,65.74,213.06,314.2,48.87,313.79,145.66,370,44.66,66.39,88.6,52.26,371.07,129.65,84.53,297.74,227.42,176.95,120.06,62.92,87.53,194.98,530.34,57.33,58.97,1886.64,179.36,112.9,26.29,68.99,319.83,123.21,386.21,61.63,244.75,23.65,658.23,28.71,145.73,168.92,294.41,309.68,40.1,133.19,29.69,194.86,156.92,69.38,206.1,391.31,279.15,69.17,88.49,74.63,34.3,246.92,53.42,248.54,63.3,292.62,54.08,131.05,259.03,146.81,69.06,108.7,49.91,36.02,118.26,87.18,75.31,338.93,36.94,169.94,102.53,286.52,89.67,7.2,70.5,205.83,116.51,116.28,84.61,167.16,34.5,34.3,133.99,37.3,79.62,118.08,32.66,75.11,67.25,87.66,121.82,108.71,20.28,111,293.25
02/11/2020,79.9,184.44,2150.8,1508.79,154.88,66.97,207.19,320.16,49.13,310.68,146.08,369.28,44.79,67.41,90,53.8,373.69,130.7,94.49,296.92,228.96,179.15,118.84,64.45,87.51,195.94,530.94,57.25,58.87,1909.3,177.97,116.88,26.17,67.76,325.67,120.71,396.75,61.19,247.81,21.35,651.62,28.67,147.19,173.04,296,316.01,40.78,135.52,30.01,193.07,158.22,69.2,205.8,389.76,283.38,69.15,87.8,75.71,35.03,247.92,52.99,251.58,65.19,293.49,54.43,133.99,264.46,146.29,68.96,109.04,49.78,36.44,119.7,88.19,75.66,332.29,37.82,167.89,102.31,288.29,88.68,7.16,70.19,204.46,117.95,119.17,85.33,168.1,36,35.03,135.97,37.13,80.23,117.88,33.79,76.14,66.83,88.12,121.62,109.2,21.33,112.39,293.78
02/12/2020,81.8,184.71,2160,1518.27,153.46,68.14,210.76,324.7,49.93,315.12,146.08,374.29,46.02,67.46,91.72,53.89,380.01,132.42,95.67,298.65,227,181.18,118.56,65.37,88.57,197.61,534,59.27,58.95,1960.36,178.03,118.81,26.5,66.95,334.62,119.14,406.3,62.8,242.21,19.01,699.82,28.64,150.78,175.97,293.28,317.44,41.64,137.83,30.04,194.4,159.52,69.43,207.11,392.47,283.28,69.25,87.97,77.1,34.98,246,54.47,253.94,65.08,297.12,54.85,137.49,273.61,148.58,69.03,109.72,49.58,37.15,120.06,89.52,76.56,331.76,38.34,169.28,102.49,292.46,88.28,7.21,69.66,208.29,118.07,123.05,87.33,169.84,36.81,34.98,136.59,37.67,76.68,119.28,34.31,75.83,74.01,89.15,122.04,110.97,21.44,114.02,299.3
02/13/2020,81.22,183.71,2149.87,1514.66,160.8,67.7,213.14,323.97,47.32,318.2,146.47,374.84,46.07,67.44,90.03,54.53,381.4,132.81,95.14,297.84,223.04,180.12,120.51,67.37,89.93,200.12,534.73,59.33,59.03,1959.94,180.11,118.88,26.61,66.8,341.58,121.06,398.81,62.59,240.09,19.05,718.53,28.58,146.72,178.72,291.38,317.25,42.01,138.69,27.77,194.67,161.37,69.61,207.51,392.6,285.05,69.69,88.6,79.25,35.2,252.21,53.57,253.86,65.31,298.1,55.19,135.18,272.97,148.65,69.82,108.84,49.33,37.19,120.6,89.27,74.83,334.25,38.24,170.67,103.35,291.68,89.86,7.23,70.87,209.81,118.22,122.59,88.03,170.93,37.42,35.2,137.28,38,76.49,117.88,33.69,78.05,72.98,88.24,123,110.59,21.11,112.21,297.09
02/14/2020,81.24,185.35,2134.87,1520.74,160.01,72.45,214.18,317.77,46.97,318.31,146.99,379.67,46.09,67.27,89.6,55.31,380.4,132.21,96.48,304.29,223.48,180.81,122.99,66.85,89.28,201.12,534.89,58.5,59.68,1990.96,181.25,117.65,26.53,67.56,339.3,122.32,399.55,63.52,243.82,19,735.01,28.87,144.9,176.28,298.92,316.3,41.97,137.08,26.88,196.99,163.35,68.42,208.95,390.89,288.78,69.86,89.21,78.76,35.33,283.91,52.85,254.41,64.85,300.88,54.68,134.57,274.95,147.94,70.26,109.69,47.85,38.14,121.78,88.68,74.74,333,38.32,171.38,103.25,291.98,90.95,7.21,70.93,209.57,118.07,118.99,89.41,172.52,37.12,35.33,138.29,37.8,77.07,117.1,33.42,78.45,73.14,89.01,122.03,122.8,20.33,113.43,294.57
02/18/2020,79.75,187.23,2155.67,1519.67,171.68,74.14,217.8,310.75,46.59,322.05,145.6,378.85,46.15,66.14,88.03,56.89,387.78,131.24,99.88,303.57,221.69,179.42,122.27,65.16,89.23,201.56,537.6,57.75,59.66,1976.28,179.93,118.57,26.5,67.01,325.34,122.25,397.65,63.74,245.93,18.91,728.45,28.87,144.94,169.23,299.92,309.18,42.32,133.87,27.33,199.38,162.92,68.83,207.06,395.99,286.75,69.6,89.36,78.58,35.77,296,51.86,259.23,66.04,302.51,53.48,134.18,269.93,148.36,71.16,109.46,49.11,37.87,122.49,91.08,74.3,337.1,38.29,171.56,102.42,290.9,96.39,7.24,70.55,210.48,119.97,116.77,90.76,172.88,36.44,35.77,134.87,37.78,76.78,116.4,33.64,79.3,73.58,88.94,123.51,121.1,20.29,113.43,298.71
02/19/2020,80.91,187.28,2170.22,1526.69,183.48,78.68,217.49,315.69,46.29,323.02,145.53,383.28,45.97,67.11,90.56,58.9,386.19,133.13,100.49,305.61,222.96,180.86,123.91,67.41,90.14,204.96,542.46,59.99,59.3,1968.49,181.25,123.89,26.72,67.35,333.85,123.55,400.81,64.37,247.78,18.92,742.74,28.85,147.63,172.98,303.2,317.39,42.95,134.95,27.31,197.58,164.99,68.88,210.76,392.15,290.97,70.09,90.11,80.02,35.22,291.68,52.07,262.51,66.03,304.26,54.91,135.81,277.15,150.03,70.79,109.78,49.31,37.53,122.94,91.99,74.23,341.04,38.29,169.74,104.5,296.14,103.93,7.25,71.36,211.23,119.89,119.14,91.49,174.17,37.13,35.22,136.63,38.03,76.76,117,34.79,82.42,73.79,89.87,122.25,121.88,20.78,113.54,296.86
02/20/2020,80.08,184.42,2153.1,1518.15,179.88,77.18,214.58,309.24,46.85,324.08,145.16,378.96,46.02,65.45,89.47,57.27,386,131.47,99.5,301.24,222.14,180.7,122.43,66.4,88.6,206.1,539.22,59,59.04,1970.91,180.77,124.55,26.82,67,328.49,121.84,399.14,64,245.1,18.54,742.59,29.3,146.84,167.3,300.46,313.47,41.48,134.8,27.42,190.56,155.08,69.56,206.67,395.18,281.45,70.4,90.23,76.97,35.39,302.51,51.87,263.68,63.38,297.7,54.07,132.46,272.49,150.48,70.67,109.2,48.94,37.69,123.81,93.22,75.54,336.64,39.02,169.39,97.3,294.02,105.29,7.34,69.97,209.06,118.33,117.5,90.31,173.41,36.32,35.39,138.24,37.03,76.71,117.54,33.86,82.77,72.15,89.66,119.57,121.66,21.41,115.13,301.34
02/21/2020,78.26,178.59,2095.97,1485.11,180.2,73.52,210.18,304.5,46.3,321.95,145.85,372.95,45.82,64.34,87.03,53.28,380.07,128.52,98.57,297.57,222.79,179.88,119.49,64.27,87.36,204.36,535.34,56.99,58.75,1928.72,178.58,122.76,26.52,69.7,316.8,119.49,403.15,63.38,246.29,18.23,735.6,29.5,143.24,161.12,295.94,306,40.42,130.5,27.26,183.86,149.33,70.09,201.91,391.5,278.11,69.74,89.05,74.73,35.3,291.25,51.45,255.9,60.93,293.36,52.54,129.8,260.26,148.37,70.82,108.01,50.17,38.2,123.24,93.89,75.36,336.71,38.86,168.69,95.25,287.11,101.76,7.24,69,206.12,117,114.63,88.73,167.07,34.57,35.3,133.91,35.99,76.07,116.34,33.06,80.89,71.62,95.16,116.08,120.12,21.27,116.03,299.4
02/24/2020,74.55,170.89,2009.29,1421.59,166.76,68.32,200.72,291.6,44,313.62,142.64,357.41,44.6,61.76,83.32,49.12,368.7,121.44,96.37,286.43,217.88,175.27,116.44,61.08,84.52,193.39,528.7,55.01,57.74,1792.54,174.54,117.36,26.02,72.9,300.46,116.59,425.38,62.31,237.01,18.59,673.46,29.14,134.83,153.73,281.12,290.4,39.37,124.04,26.63,177.11,145.94,67.42,194.37,387.77,269.81,68.19,87.21,71.39,34.66,294.05,49.03,246.21,58.08,288.16,50.07,125.83,240.11,144.27,70.37,107.03,47.59,37.26,121.62,91.04,72.73,325.98,37.76,167.58,92.77,276.74,105.01,7.04,67,200.41,116,111.19,86.37,160.05,33.14,34.66,129.54,34.69,73.38,111.65,31.26,78.87,70.69,93,111.94,112.31,20.73,113.02,285.57
02/25/2020,72.02,168.07,1972.74,1388.45,159.98,65.51,196.77,282.68,42.74,304.87,141.1,347.8,43.17,59.73,80.22,47.57,360.09,118.38,94.58,284.8,210.38,167.8,109.66,58.86,82.19,186.17,517.99,52.1,57.02,1726.58,167.18,114.66,25.19,70.1,292.22,113.25,442.35,59.51,230,23.76,630,28.92,124.08,147.41,269.95,284.59,38.84,120.82,26.07,175.47,142.16,64.48,186.73,377.35,256.71,66.62,83.61,68.45,33.82,283.96,47.51,238.81,57.74,279.88,48.59,124.43,229.61,139.29,68.84,105.38,47.08,36.46,116.75,88.67,69.99,324.11,36.16,162.82,88.94,266.44,107.08,6.98,67.58,193.65,112.38,106.17,83.06,155.62,32.8,33.82,125.15,33.21,72.41,106.38,30.15,77.32,69.83,91,108.65,108.91,20.56,110.97,277.99
02/26/2020,73.16,170.17,1979.59,1393.18,155.76,66.91,197.2,285.88,42.16,305.69,141.98,351.34,42.22,59.65,79.66,47.49,379.24,118.79,93.65,280.09,214.54,167.18,109.11,59.81,80.67,186.51,518.09,52.37,56.86,1678.2,166.33,114.84,25.1,74.7,296.6,112.87,457.92,59.37,232.04,29.16,632.05,28.73,120.19,147.27,274.7,286.32,39.92,119.47,25.64,175.36,142.04,63.28,190.67,377.69,259.45,65.88,82.28,68.88,33.41,278.25,47.67,238.56,58.46,283.91,47.39,123.54,227.54,137.52,68.35,106.54,47.57,36.69,119.2,87.75,69.42,327.45,35.96,163.53,88.36,270.19,106.88,6.79,69.17,195.85,112.11,103.81,83.58,156.51,34.53,33.41,124.84,32.79,72.41,103.66,30.25,77.97,68.23,91.22,106.8,101.19,20.51,109.47,272.76
02/27/2020,68.38,158.18,1884.3,1318.09,135.8,63.15,189.75,273.95,40.04,293.13,136.37,337.52,41.05,55.83,75.94,44.01,371.71,113.13,91.24,268.77,203.5,159.55,107.84,57,78.29,181.54,508.55,50.58,54.46,1659.85,157.53,107.72,24.09,72.66,285.7,108.54,431.61,58.33,223.3,26.16,600,28.24,119.64,147.99,259.93,277.23,38.4,114.64,24.97,171.2,136.83,62.32,180.65,370.47,250.15,63.74,78.9,65.84,32.05,281.48,46.24,220.7,57.5,269.55,44.94,119.91,223.97,132.13,64.85,102.74,45.07,35.04,111.94,85.3,67.77,310.08,35.02,155.79,84.59,244.15,113.55,6.46,64.39,190.54,108.31,97.56,83.21,146.87,35.18,32.05,116.08,31.34,69.89,101.64,30.01,75.84,66.91,89.82,102.97,98.71,19.99,107.84,265.38
02/28/2020,68.34,162.01,1883.75,1339.33,133.6,67.52,192.47,272.62,39.93,281.14,132.03,345.12,40.43,55.52,78.3,45.48,369.03,114.14,90.16,265.85,199.73,162.17,107.99,58.12,78.43,177.99,493.17,52.56,52.8,1695.66,154.74,109.05,23.48,69.36,293.43,109.36,444.57,58.13,224.03,25.93,616.03,27.88,124,153.71,265.67,276.71,38.51,113.69,24.77,173.25,137.93,60.93,190.88,368.72,254.51,62.41,77.48,66.14,30.61,276,45.76,217.41,59.64,266.74,45.36,119.98,218.35,129.2,62.32,101.37,43.8,34.64,108.78,83.03,66.9,308.39,34.22,155.11,84.48,242.19,105,6.34,63.74,189.75,113.86,100.18,86.31,147.33,35.78,30.61,114.22,30.74,69.27,103.8,30.36,75.41,66.76,90.37,103.39,98.62,19.52,107.48,257.09
03/02/2020,74.7,172.79,1953.95,1389.11,148.72,69.11,196.44,284.97,41.17,309.14,137.58,360.28,42.52,58.18,80.56,47.46,381.05,118.97,93.29,281.18,212.2,164.24,112.86,60.16,82.38,186.36,497.13,54.59,55.6,1728.98,163,111.27,23.58,75.4,300.33,114.23,464.75,60.59,232.29,29.88,642.11,28.26,122.96,158.74,278.28,287.49,43.3,120.08,26.07,172.89,141.63,61.33,190.83,378.39,261.99,64.77,82.08,68.36,32.26,285.73,48.11,228.9,59.13,279.6,47.61,120.77,230.22,133.39,65.87,106.89,45.87,35.96,111.98,84.56,69.68,327.89,35.18,163.13,86.69,258.81,113.11,6.55,62.01,196.85,111.88,104.27,87.96,152.02,37.51,32.26,119.98,32.11,72.55,104.12,30.5,79.06,70.58,94.4,108.78,96.73,19.92,112.06,260.99
03/03/2020,72.33,164.51,1908.99,1341.39,149.1,66.47,185.89,274.25,40.04,302.73,135.58,348.34,41.44,55.97,78.56,46.75,368.77,113.81,89.37,268.24,204.42,161.89,109.76,58.04,78.6,186.09,495.03,51.8,54.79,1683.02,155.24,107.2,22.97,74.21,291.46,109.37,461.55,58.75,228.26,27.91,624.73,27.55,114.28,153.81,273,284.3,41.46,116.56,25.5,166.56,140.12,59.61,180.55,364.17,251.25,63.78,79.06,66.23,31.38,272.88,46.12,227.13,56.48,272.37,44.71,117.97,224.56,129.47,65.71,106.7,45.52,36.72,109.22,81.82,67.55,315.78,34.39,160.4,83.76,249.07,117.47,6.48,63.89,189.05,107.4,99.63,85.81,148.5,35.79,31.38,115.61,30.99,71.1,100.5,29.94,77.8,69.01,92.72,106.4,95.19,19.49,111.22,256.7
03/04/2020,75.69,170.55,1975.83,1386.52,149.9,71.13,191.76,285.45,41.39,320.74,142.39,363.85,42.5,58.68,81.8,50.11,383.79,119.05,93.81,285.55,215.11,171.19,115.3,60.52,79.67,194.3,522.84,55.29,58.01,1732.13,164.39,112.46,24,76.01,306.24,112.18,493.48,62.55,245.32,27.49,653.63,27.77,118.33,160.71,282.13,301.61,43.91,121.27,26.45,170.89,146.82,62.17,191.42,377.2,263.03,68.05,82.38,70.27,33.24,283.87,48.69,231.62,57.2,286.11,46.63,121.41,234.7,137.35,69.2,111.83,48.6,38.49,109.56,78.91,69.45,328.45,35.54,169.18,86.99,259.5,116.8,6.65,67.34,199.78,115.98,103.36,89.55,155.4,36.29,33.24,119.19,30.93,73.49,104,30.55,80.16,73.5,96.85,110.13,97.14,19.82,119.42,268.84
03/05/2020,73.23,166.27,1924.03,1319.04,144.91,68.32,185.17,274.04,39.57,315.76,138.1,351.03,40.77,56.96,79.17,48.11,372.78,114.72,89.86,287.18,212.12,164.92,112.18,59.13,76.19,189.46,505.14,53.72,56.86,1647.44,160.67,108.87,22.99,76.13,299.13,109.25,488.17,61.52,237.31,28.01,627.88,27,110.22,156.69,276.02,288.25,44.62,115.27,26.65,165.31,142.64,59.93,184.04,361.33,255.16,67.13,79.32,67.84,32.75,286.97,48.78,221.19,55.92,275.04,44.34,118.24,230.69,134.37,69.25,110.21,48.38,37.22,101.69,77.99,65.36,317.7,34.84,164.97,83.52,248.06,125,6.64,68.19,192.31,118.81,98.59,88.6,141.25,36.12,32.75,113.81,29.44,72.57,100.58,29.95,78.61,71.74,95.97,116.46,91.51,19.48,117.27,257.14
03/06/2020,72.26,161.57,1901.09,1298.41,140.7,66.51,181.09,269.45,39.68,311.34,137.26,336.77,40.37,55.77,77.47,48.59,368.97,113.16,87.86,276.18,210.65,164.03,110.89,57.79,75.34,185.05,496.72,51.47,55.66,1612.09,159.15,107,22.75,80.22,294.41,106.81,494.43,59.97,233.5,29.61,614.51,26.63,110.66,155.68,274.42,288.11,42.16,111.69,26.03,158.68,137.72,58.24,173.42,368.08,249.89,66.19,77.5,64.73,32.07,286.56,50.51,218.55,51.96,272.32,43.48,113.74,225.17,132.29,70.15,107.67,47.52,36.39,102.51,80.24,64.56,317.95,34.16,163.37,80.19,237.78,114.32,6.44,67.24,192.01,114.87,95.71,84.02,138.94,36.76,32.07,111.58,28.84,73.36,98.6,29.62,76.04,70.72,94.27,117.91,91.85,19,117.69,256.58
03/09/2020,66.54,150.62,1800.61,1215.56,121.6,61.36,169.5,247.72,37.96,301.98,130.16,305.79,37.88,50.85,72.64,43.27,346.49,105.04,79.75,260.04,198.37,152.86,101.63,52.07,70.83,170.22,463.21,45.97,53.94,1527.8,150.92,97.51,20.13,73.52,267.6,100.03,474.44,57.35,219.65,24.29,539.64,24.45,104.19,144.92,259.8,263.91,39.91,101.97,23.96,142.97,127.7,53.96,160.05,373.63,242.83,61.86,72.46,59.75,29.76,266.52,48.44,199.77,45.74,250.84,38.98,106.65,216.84,121.13,67.99,100.93,45.23,35.52,94.81,83.51,60.91,297.19,31.19,147.92,75.91,222.41,113.75,6.04,64.25,176.81,106.72,88.32,77.63,128.24,36.51,29.76,98.21,27.48,70.26,91.78,26.9,71.09,66.69,84.79,115.95,86.3,17.58,113.88,235.7
03/10/2020,71.34,160.92,1891.82,1280.39,129.07,65.27,178.19,262.9,40.08,309.4,134.14,332.38,39.1,53.98,78.89,45.38,364.13,112.12,84.98,269.66,206.8,161.69,109.74,56.17,74.87,179.13,476.76,47.86,54.91,1559,154.42,102.44,20.96,72.34,287.57,107.03,475.02,60.71,230.51,22.34,599.07,25.25,109.98,154.57,268.15,279.76,41.8,106.85,24.5,150.31,135.19,55.78,164.48,393.52,255.36,66.13,76.71,62.92,30.62,279.18,49.16,204.12,46.91,268.42,40.74,111.91,228.16,127.17,68.49,103.38,46.9,36.04,101.85,88.06,64.65,305.63,33.6,156.74,79.04,229.12,108.49,6.33,64.94,186.06,107.44,95.79,79.82,132.28,37.69,30.62,104.09,29.11,69.14,92.74,29.03,74.31,69.4,89.32,114.78,85.93,18.19,118.75,239.06
03/11/2020,68.86,153.63,1820.86,1215.41,126.85,61.62,170.24,245.97,37.05,297.43,129.75,315.23,37.91,51.66,74.62,45.7,349.92,106.5,86.45,261.12,198.65,153.39,103.9,52.49,68.3,169.85,450.65,43.72,52.34,1442.5,148.01,94.41,19.44,73.7,276.63,102.42,464.7,59.33,220.34,23.61,550.72,24.51,100.11,144.92,246.01,264.14,41.53,100.52,23.66,142.03,131.74,53.14,154.4,374.35,245.58,61.81,74.68,62.23,28.27,252.42,46.07,193.74,42.85,250.41,36.7,108.25,202.18,120,66.82,101.18,44.58,34.83,98.56,83.67,62.49,294.25,32.93,151.68,75.73,217.73,110.3,6.05,64.82,178.03,104.51,89.84,75,120.74,35.06,28.27,102.87,27.78,68.35,90.75,27.55,71.9,65.14,86.9,114.8,76.67,17.3,119.05,221.21
03/12/2020,62.06,139.06,1676.61,1114.91,112.11,54.08,154.47,218.78,33.2,279.85,115.34,285,34.94,45.54,67.02,39.01,315.25,97.53,76.76,237.94,182.24,134.85,96.96,45.11,62.1,152.51,427.54,38.81,47.51,1280.4,130.28,90.01,17.8,68.58,237.85,94.92,431.89,54.56,204.06,22.3,502,22.99,93.71,125.36,223.28,240.75,38.26,91.97,20.06,131.29,119.15,48.98,136,330.29,241,57.39,66.46,56.94,25.04,247.64,41.02,169.13,37.82,225.69,31.16,99,180.12,111.59,61.29,93.35,40.76,33.03,91.35,70.35,59.21,268.88,30.87,139.49,68.85,204.46,109.47,5.56,59.52,165.67,97.01,80.55,68.68,105.01,32.81,25.04,91.47,26.22,64.68,82.05,25.91,68.02,61.29,76.72,105.06,65.04,16.04,108.36,198.54
03/13/2020,69.49,158.83,1785,1219.73,109.32,60.21,170.28,234.22,37.64,302.27,127.45,335.5,39.33,54.43,75.81,43.9,336.3,106.04,85.39,261.25,202.1,149.41,110.15,50.89,69.92,156.99,454.19,42.99,50.92,1421.33,144.5,99.79,19.31,70.75,261.78,103.42,465.55,59.04,220.86,21.3,535.69,23.47,95.61,145.37,233.33,256.95,39.71,95.54,23.97,137.76,129.88,52.62,158.03,354.3,254.17,62.39,71.56,62.47,25.82,244.02,46.19,176.75,39.55,243.58,34.99,100.29,195.88,118.62,66.84,97.06,42.28,33.99,92.83,74.7,65.13,305.21,34.09,145.61,73.84,235.42,107.47,5.9,63.98,182.62,102.72,83,77.32,115.19,33.76,25.82,101.3,26.15,64.43,93.67,25.07,73.84,66.39,84.5,113.67,69.63,17.26,116.62,207.06
03/16/2020,60.55,135.42,1689.15,1084.33,89.01,49.1,146.01,187.58,33.71,283.18,113.09,286.03,36.04,44.61,64.48,38.71,298.84,93.5,76.53,223.43,188.68,135.27,92.72,40.53,58.59,134.76,389.11,34.47,45.1,1289.67,122.46,83.21,16.31,68.9,213.54,86.18,440.83,52.76,199.77,26.49,467.32,19.6,86.42,129.5,211.02,229.36,35.24,80.32,22.02,120.19,112.75,43.58,148.08,299.65,223.83,57.44,57.62,54.6,21.66,202.3,45.08,138.98,33.01,202.51,27.89,89.68,161.72,107.33,58.36,88.67,37.79,32.24,73.93,67.02,60.17,281.72,31.72,130.06,66.57,206.35,107.86,5.08,56.67,160.28,95.75,67.9,72.31,95.71,32.19,21.66,86.97,24.01,60.53,90.93,22.54,71.6,58.76,73.82,110.74,54.7,15.58,108.01,161.54
03/17/2020,63.22,146.57,1807.84,1119.8,86.04,54.32,149.42,199.51,35.5,306.99,127.72,311.81,38.22,50.08,68.86,41.88,319.75,106.15,78.35,239.17,207.8,131.8,97.87,44.86,58.98,141.83,393.02,37.38,48.82,1368.26,129.39,95.44,18.09,74.52,229.3,90.89,491.69,56.16,210.44,28.18,490.69,20.32,75.24,149.63,225.76,238.34,38.35,80.08,23.83,124.02,119.62,50.1,154.92,327.54,215.88,59.74,60.79,58.94,25.56,198.74,49.6,144.88,38.01,209.12,31.25,91.13,169.25,113.57,64.93,95.41,40.93,33.28,69.56,76.45,59.67,305.32,34.51,144.71,69.53,234.29,111.1,5.43,59.15,176.19,100.73,77.78,70.94,109.39,33.39,25.56,87.28,25.14,62.37,99.84,23.1,70.37,59.47,77.36,127.46,54.12,17.06,116.47,154.6
03/18/2020,61.67,140.4,1830,1096.8,72.24,50.71,146.96,167.87,37.12,307.5,120.92,294.61,35.68,47.61,61.19,39.12,315.47,100,74.32,225.07,204.88,119.61,91.46,39.18,56.33,135.57,381.52,34.69,46.55,1233.75,117.6,82.23,16.99,79.42,194.14,80.95,485,55.59,212.98,31.58,452.17,19.91,63.81,132.02,209.2,196.99,37.7,64.56,23.69,113.87,114.23,47.47,141.82,293.72,205.13,55.89,63.3,54.32,23.46,191.16,52.81,140.36,38.63,177.98,28.98,83.62,145.76,112.67,61.37,90.21,39.36,31.3,59.97,65.57,55.75,298.68,33.45,135.11,67.19,221.67,118.71,4.75,54.09,164,95.85,72.1,76.61,105.37,31.77,23.46,84.39,22.34,59.87,92.07,21.63,66.9,55.88,72.35,130.5,45.65,16.48,106.62,128.52
03/19/2020,61.2,142.71,1880.93,1115.29,85.53,53.24,153.13,194.45,37.71,305.22,117.34,307.51,35.94,45.94,65,39.82,332.03,101.57,79.45,215.89,198.76,118.96,93.69,40.19,61.41,136.07,393.06,36.29,45.47,1191.48,117.37,90.32,18.34,78.55,195.01,84.46,489.83,54.13,215.69,28.27,463.53,24.32,66.8,127.36,224.8,214.03,37.21,76.12,22.28,126.74,114.96,46.49,149.23,290.53,193.18,54.32,58.03,55.72,23.01,206.24,48.55,154.86,41.74,183,30.28,89.62,142.23,108.07,57.99,90.06,40.13,29.6,65,70.87,56.03,288.02,32.3,136.48,69.99,221.09,123.77,4.79,58.24,164.6,100.01,77.28,75.88,107.52,33.8,23.01,88.27,22.82,59.49,91.51,23.05,66.51,56,74.28,125.31,48.43,17.7,106.36,146.99
03/20/2020,57.31,137.35,1846.09,1072.32,85.51,51.44,149.73,192.22,35.6,290.42,103.93,295.34,33.37,45.83,60.91,39.61,332.83,97.6,74.55,201.84,188.25,112.5,86.68,37.99,58.03,131.4,371.7,36.11,43.32,1177.43,112.06,85.08,16.62,73.26,187.89,81.77,438.45,52.05,206,28.2,452.88,23.53,74.58,114.02,242,216.1,37.66,73.58,22.28,125,110,44.1,148.02,263.77,183.29,52.1,51.97,55.08,22.01,209.5,46.42,165.01,49.01,175.09,29.82,88.66,144.82,112.45,50.63,86.94,39.42,27.58,63.9,75.97,52.3,278.77,28.74,124.25,60.15,213.11,130.55,4.44,57.01,157.13,99.86,73.67,79.7,110.3,33.57,22.01,79.56,20.99,56.55,89.75,22.77,66.96,55.1,73.05,119.33,48.8,17.63,100.15,148.06
03/23/2020,56.09,135.98,1902.83,1056.62,86.86,53.17,148.1,193.47,34.6,285.53,105.18,307.27,34.17,49.58,62.53,41.64,360.27,98.44,75.7,194.72,185.93,103.86,85.26,40.17,56.55,122.58,381.78,38.25,41.93,1152.24,109.07,85.16,15.89,72.61,192.85,77,455.63,56.47,202.21,26.57,457.65,23.18,70.13,116.36,237.76,233.15,38.61,77.27,20.77,127.15,108.48,41.61,144.14,260.92,182.94,50.97,50.39,55.86,21.29,210.3,43.61,172.3,51.45,157.06,32.76,91.22,137.72,114.57,50,95.47,38.78,26.34,62.92,76.37,49.91,269.19,28.18,121.18,58.78,208.35,159.56,4.52,59.76,151.17,99.27,74.95,83.5,113.44,34.1,21.29,85.6,20.2,54.7,87.5,22.08,63.18,52.34,71.37,121.6,50.85,15.76,109.82,143.24
03/24/2020,61.72,148.34,1940.1,1134.46,101,62.3,160.98,212.76,38.6,284.94,113.84,310,34.64,52.4,65.46,46.22,357.32,105.36,78.65,233.82,202.34,119.51,97.29,45.14,64.88,143.97,419.4,43.27,46.66,1259.47,120.96,93.73,18.5,73.96,230.64,86.65,449.53,54.43,223.13,25.82,490,23.89,79.14,136.36,254.18,260.21,41.01,85.73,22.99,132.39,120.63,46.41,149.96,277.13,204.99,53.73,59.56,63.34,24.5,236.21,45.25,192.74,57.33,173.8,37.86,96.43,165.28,125.25,54.05,94.3,40.89,27.67,71.58,79.66,57,276.19,31.37,137.28,68.98,217.43,135.18,4.98,64.77,170.53,101.87,87.29,85,121.1,36.05,24.5,93.83,22.29,58.42,91.94,23.52,67.43,54.07,79.88,122,59.48,17.19,112.22,177.59
03/25/2020,61.38,146.92,1885.84,1102.49,107.85,61.41,156.21,217.55,37.67,280.86,112.5,305.91,33.57,51.26,63.08,44.63,342.39,99.16,79.17,232.58,193.14,129.65,95.71,44.73,65.81,153.44,420.77,42.5,46.11,1365.85,122.59,94.36,18.84,69.66,233.55,91.2,429.78,52.87,210.09,27.13,482.65,25,85.25,137.47,248.32,262.07,41.35,84.86,22.96,135.73,121.32,47.69,149.99,298.92,214.23,53.66,60.08,61.35,24.53,239.33,41.44,193.62,55.78,192.33,37.47,96.92,183.68,135.53,55.55,89.64,40.38,28.37,81.29,76.37,58.98,284.98,30.23,134.3,71.59,212.31,138.11,5.05,61.58,166.97,105.46,85.34,81.37,122.04,37.26,24.53,91.91,24.14,58.04,93.86,24.08,69.59,54.02,80.47,126.66,65.89,16.84,109.72,191.88
