Date,AAPL,MSFT,AMZN,GOOG - C,TSLA,NVDA,FB,AVGO,CSCO,COST,PEP,ADBE,CMCSA,INTC,QCOM,AMD,NFLX,TXN,TMUS,INTU,AMGN,HON,PYPL,AMAT,SBUX,ISRG,CHTR,MU,MDLZ,BKNG,ADP,ADI,CSX,GILD,LRCX,FISV,REGN,ATVI,VRTX,MRNA,MELI,KDP,MAR,MRVL,KLAC,ILMN,ASML,JD,NXPI,KHC,WDAY,AEP,SNPS,CTSH,ADSK,ORLY,IDXX,MNST,PAYX,CDNS,EXC,DXCM,WBA,TEAM,LULU,CRWD,CTAS,MCHP,BIDU,ALGN,ODFL,XEL,EA,AZN,EBAY,ROST,DLTR,PCAR,BIIB,FAST,VRSK,MTCH,CPRT,ANSS,ZM,OKTA,SIRI,NTES,VRSN,SGEN,SWKS,DOCU,SPLK,PDD,EXC (CEG?),CDW,FOXA,CERN,CHKP,TCOM,INCY,PTON
09/29/2021,142.83,284,3301.12,2690.42,781.31,205.17,339.61,489.48,55.48,451.79,152.3,577.7,55.93,53.49,129.28,100.35,599.06,193.07,128.1,546.93,214.9,214.92,259,128.27,112.17,330.7833,733.18,71.64,59.05,2377.82,199.58,168.84,30.36,70.94,567.51,110.67,606.7,77.38,182.22,378.9,1662.99,34.64,151.91,60.15,335.3,411.61,750.42,71.62,198.75,37.53,249.51,82.17,302.62,75.58,287.99,626,629.55,89.33,107.85,152.25,34.5279,545.58,48.71,387.6,410.22,239.57,389.26,76.535,151.92,673.06,293.17,62.67,137.94,59.67,69.97,114.97,100.51,81.06,285.56,52.82,202.37,152.38,141.42,340.96,257.41,233.33,6.1,81.7,205.73,164.25,166.55,256.89,137.57,89.06,34.5279,185.39,40.25,71.13,114.89,29.67,68.67,85.4
09/30/2021,141.5,281.92,3285.04,2665.31,775.48,207.16,339.39,484.93,54.43,449.35,150.41,575.72,55.93,53.28,128.98,102.9,610.34,192.21,127.76,539.51,212.65,212.28,260.21,128.73,110.31,331.3833,727.56,70.98,58.18,2373.87,199.92,167.48,29.74,69.85,569.15,108.5,605.18,77.39,181.39,384.86,1679.4,34.16,148.09,60.31,334.51,405.61,745.11,72.24,195.87,36.82,249.89,81.18,299.41,74.21,285.17,611.06,621.9,88.83,112.45,151.44,34.322,546.86,47.05,391.42,404.7,245.78,380.66,76.745,153.75,665.43,285.98,62.5,142.25,60.06,69.67,108.85,95.72,78.92,282.99,51.61,200.27,156.99,138.72,340.45,261.5,237.34,6.1,85.4,205.01,169.8,164.78,257.43,144.71,90.67,34.322,182.02,40.11,70.52,113.04,30.75,68.78,87.05
10/01/2021,142.65,289.1,3283.26,2729.25,775.22,207.42,343.01,487.35,55.14,448.33,150.95,577.47,57.21,53.86,128.71,102.45,613.15,193.79,126.76,543.97,213.92,215.65,264.65,129.13,112.92,336.5,738.08,70.99,58.21,2455.87,202,167.37,30.34,68.56,569.73,109.78,570.79,78.53,180.35,341.09,1667.6,33.2,155.97,59.83,335.02,394.84,741.81,70.02,192.89,36.68,254.55,81.38,302.49,75.27,284.06,604.44,623.98,89.88,115.15,153.01,33.9315,549.92,46.8,392.22,401.37,249.27,387.32,76.355,151.58,662.06,285.53,62.49,143.59,59.68,69.91,111.09,97.98,79.45,283.94,51.68,199.99,158.63,139.93,344.74,267.51,238.08,6.12,83.8,206.68,173.21,163.92,257.77,145.14,88.15,33.9315,185.71,40.78,70.34,113.95,31,68.21,86.71
10/04/2021,139.14,283.11,3189.78,2675.3,781.53,197.32,326.23,475.95,54.23,440.14,150.2,558.49,56.78,53.47,126.68,100.34,603.35,190.4,125.46,525.35,211.44,214.21,255.01,125.2,111.46,323.5,740.96,70.62,58.07,2459.52,199.97,164.26,30.51,67.56,550.14,108.26,555.42,77.18,177.4,325.84,1592.75,32.72,155.14,57.59,329.07,379.88,712.94,69.41,188.95,36.89,249.68,83.04,289.25,74.34,272.93,598.28,614.19,88.5,115.01,148.05,34.3291,526.43,46.69,382.71,392.57,238.88,386.1,73.31,146.39,640.4,283.36,63.9,143.16,60.54,68.47,110.21,98.37,78.77,278.32,51.3,198.81,152.65,136.57,334.99,259.58,224.96,6.12,82.14,205.35,173.18,159.69,246.57,140.28,85.08,34.3291,182.65,41.48,70.19,113.63,30.33,66.32,82.35
10/05/2021,141.11,288.76,3221,2723.54,780.59,204.51,332.96,485.42,54.69,446.24,151.09,566.7,56.79,53.95,127.53,101.81,634.81,193.88,125.4,533.35,211.86,215.72,260.15,128.07,110.85,330.07,747.79,70.5,58.83,2432.34,203.76,165.37,31.43,67.4,555.9,108.02,550.9,76.8,177.01,332.11,1585.44,33.43,155.44,59.39,331.23,387.98,732.87,71.62,191.63,37.07,252.05,83.02,293.35,74.43,275.98,607.62,614.8,89.55,116.83,150.21,34.322,540.39,47.09,389.94,397.12,244.92,391.85,74.01,149.8,648.58,289.6,63.3,144.09,59.89,69.97,108.32,97.17,81.81,280.44,51.7,201.63,154.5,138.59,341.36,257.12,227.83,6.18,83.18,206.63,172.69,160.34,256.2,142.58,87.42,34.322,184.13,41.9,69.94,113.69,31.43,65.33,82.56
10/06/2021,142,293.11,3262.01,2747.08,782.75,207,333.64,488.78,53.94,449.34,154.96,570.31,56.9,53.98,128.06,103.64,639.1,194.39,124.6,534.61,209.98,216.86,264.06,126.52,111.64,334.94,743.75,69.94,60.2,2448.2,204.99,166.05,32.54,67.48,551.73,108.48,546.57,77.29,180.91,302.42,1548.57,34.11,155.31,63.75,329.1,392.95,732.5,71.87,190.9,37.35,256.33,84.56,294.57,74.36,277.42,612.93,617.17,90.1,118.04,150.04,34.8687,541.83,46.91,395.19,398.13,248.2,395.94,73.875,149.36,650.65,292.84,64.33,134.07,59.86,71.54,105.88,97.11,81.84,283.55,51.99,203.73,157.31,137.66,344.61,253.65,231.92,6.17,88.71,208.19,165.76,161.13,265.12,146.46,89.32,34.8687,175.53,41.55,70.62,114.72,31.12,65.82,83.76
10/07/2021,143.29,294.85,3302.43,2783.71,793.61,210.75,329.22,493.92,55.02,452.87,156.39,578.96,57.4,54.18,127.84,106.45,631.85,195.31,123.18,537.73,209.12,218.37,263.54,127.88,112.21,338.34,741.95,70.54,59.89,2469,207.57,166.98,32.18,68.14,555.82,109.26,552.02,77.36,180.02,309.36,1554.04,35.01,157.75,65.15,330.1,404.05,746.82,76.3,193.85,37.08,257.86,84.14,298.37,75.26,283.02,611.82,623.01,90.07,118.64,152.25,34.5847,539.19,47.85,392.98,399.72,249.88,400.8,74.625,156.55,661.41,293.72,63.97,137.59,60.37,74.17,107.91,98.28,83.01,287.77,52.72,206.74,159.93,140.88,348.71,256.27,233.96,6.29,96.06,209.63,162.21,162.24,267.83,150.08,94.95,34.5847,177.46,42.15,70.74,116.77,31.61,65.65,87.74
10/08/2021,142.9,294.85,3288.62,2801.12,785.49,208.31,330.05,492.85,55.08,451.85,156.03,576.86,54.7,53.81,126.55,105.06,632.66,195.24,121.22,531.12,208.95,217.7,260.06,126.22,111.22,328.54,706.13,70.12,59.54,2474.37,206.16,168.62,32.71,68.05,550.16,107.89,550.02,77.61,178.94,304.91,1511.19,35.04,157.09,64.62,326.05,410,730.27,78.61,190.31,36.78,255.9,83.58,291.66,75.49,278.94,610.25,617.02,89.27,118.67,150.12,34.3291,529.1,47.38,390.74,397.22,245,402.8,73.07,162.09,643.56,287.67,63.2,139.99,60.61,75.05,107.87,98.85,84.76,285.83,52.72,207.47,157.54,140.4,345.67,255.05,228.55,6.06,96.32,205.94,161.86,160.86,263.03,150.9,96.22,34.3291,176.88,42.25,71.07,116.81,31.82,65.89,86.11
10/11/2021,142.81,294.23,3246.3,2776.95,791.94,206.95,325.45,492.34,54.93,449.7,156.24,573.07,52.22,53.44,124.94,104.68,627.04,193.37,117.19,525.41,206.7,215.29,255.05,127.5,110.94,324.18,695.23,69.22,59.42,2467.41,203.75,167.9,32.5,68.08,552.44,103.77,546.26,76.32,179.58,305.1,1459.32,35.13,156.82,63.44,325.2,404.36,721.89,78,185.94,36.78,253.67,82.51,288.74,75.39,276.54,605.22,612.77,88.05,117.34,149.52,33.7753,528.78,47.42,389.5,386.04,244.36,402.37,71.955,162.16,631.85,286.95,62.44,139.47,60.8,74.5,105.54,98.45,83.8,285.59,52.23,206.53,155.64,138.76,344.11,253.97,225.86,5.96,96,204.83,162.15,159.46,261.5,151.2,94.83,33.7753,174.57,42.1,70.59,118.91,31.65,64.81,84.87
10/12/2021,141.51,292.88,3247.33,2734.26,805.72,206.71,323.77,485.28,54.28,446.87,156.93,580.69,52.33,52.17,122.95,105.04,624.94,188.48,116.28,527.05,201.89,214.33,255.85,126.76,111,324.45,690.62,66.72,59.67,2464.7,203.84,164.02,32.13,67.37,546.78,104.3,544.44,74.92,180.21,311.13,1461.25,35.16,157.45,63.59,319.55,404.4,725.05,78.41,183.19,36.78,257.19,82.55,292.04,75.11,275.91,608.92,615.91,87.94,117.33,150.16,34.2865,538.46,47.42,397.47,384.57,252.74,404,70.495,159.47,627.43,285.77,63,136.67,60.27,74.67,106.2,98.1,83.58,284.79,53.83,207.75,158.8,138.51,343.72,255.49,235.17,6.04,94.86,204.67,164.69,158.65,254.69,155.66,93.52,34.2865,173.61,42,70.24,119.71,31.67,64.36,86.65
10/13/2021,140.91,296.31,3284.28,2758,811.08,209.39,324.54,485.01,54.62,445.3,157.99,591.12,52.69,52.26,125.04,109.16,629.76,187.1,116.46,534.94,203.61,215.58,256.36,128.21,110.76,326,696.23,66.38,59.96,2462.53,205.19,164.35,32.58,67.63,544.41,104.34,547.12,75.25,181.34,321.5,1518.43,35.91,154.62,63.42,320.41,405.14,744.42,80.57,183.1,36.8,266.6,83.46,296.3,75.63,283.45,612.34,623.12,85.33,117.46,153.5,34.8474,548.05,47.26,407.04,400.71,270.44,405.33,70.25,163.85,596.22,284.77,64.39,136.44,60.45,74.9,106.64,97.37,84.14,283.65,53.65,208.37,158.96,139.82,347.81,266.24,247.2,6,95.73,209.97,167.86,155.22,259.31,161.59,97.58,34.8474,174.02,42.35,70.7,120.96,32.2,64.22,86.71
10/14/2021,143.76,302.75,3299.86,2828.24,818.32,217.46,328.53,497.6,55.65,450.66,159.26,607.51,53.99,53.9,128.66,111.99,633.8,192.49,119.26,543.78,206.78,218.59,266.45,132.07,111.87,330.95,703.67,67.8,60.63,2496.22,208.52,168.2,33.43,68.15,567.93,107.78,555.62,76.11,181.9,331.88,1524.25,35.59,155.22,65.29,329.78,408.1,778.29,81.03,189.1,37.26,271.11,84.05,304.83,77.45,289.17,625.13,629.72,85.6,118.75,157.33,35.5929,554.51,50.77,406.73,406.99,276.01,416.42,72.48,162.7,597.72,295.58,65.43,135.71,59.67,74.68,108.14,98.64,86.53,285.26,55.62,211.55,157.01,144.78,359.4,267.01,255.53,6.03,95.46,213.23,170.19,160.24,261.17,164.48,94.03,35.5929,177.53,42.45,71.72,122.41,32.14,65.78,85.85
10/15/2021,144.84,304.21,3409.02,2833.5,843.03,218.62,324.76,503.25,55.25,452.39,158.81,610.09,54.02,54.46,130.2,112.12,628.29,194.45,117.56,552.16,207.84,220.72,268.35,131.59,111.45,331.5,699.03,67.68,60.15,2538.34,212.98,172.04,34.16,67.63,564.47,109.8,553.24,76.4,181.77,324.21,1563.09,35.31,160.04,65.65,329.1,409.93,789.4,81.42,189.81,36.98,270.99,83.49,306.26,78.83,291.19,628.99,635.15,85.58,119.15,155.78,35.3657,544.47,48.92,409.74,403.51,273.11,416.03,72.78,163.63,589.61,302.51,65.93,134.75,60.22,74.9,108.71,99.27,86.89,281.19,55.74,210.63,160.02,144.99,358.85,266.32,255.02,6.02,95.56,214.47,172.73,160.53,260.47,165,94.01,35.3657,177.72,41.61,71.42,121.24,32.72,65.56,85.11
10/18/2021,146.55,307.29,3446.74,2859.21,870.11,222.22,335.34,503.36,55.19,461.95,158.09,622.83,53.22,54.47,130.12,116.43,637.97,194.91,117.38,564.56,203.13,220.63,270.33,133.28,113.37,332.3,706.88,67.26,59.75,2502.13,212.57,173.33,34.23,65.9,568.7,110.01,543.48,76.4,180.8,334.84,1592.62,34.76,159.21,67.17,326.77,410.53,788.22,82.42,192.26,36.88,272.67,82.99,307.22,78.89,292.67,638.33,638.29,85.43,120.11,157.54,35.4225,541.28,48.4,414.77,417.38,285.35,421.07,73.81,171.04,595.13,307.67,64.68,134.71,59.29,74.25,109.5,100.95,85.78,269.73,55.66,211.04,158.23,147.68,360.96,274.23,259.92,6.03,97.9,214.41,171.97,161.28,269.7,163.93,97,35.4225,186.23,41.93,70.12,120.5,31.82,64.58,87.65
10/19/2021,148.76,308.23,3444.15,2876.44,864.27,222.9,339.99,510.39,55.74,467.08,160.1,636.07,54.24,55.21,132.5,116.33,639,198.23,118.56,572.8,206.78,221.78,271.7,134.6,113.49,336.3,717.91,67.57,59.79,2463.1,213.98,176.63,34.11,66.9,570.83,111.29,552.11,77.18,185.41,333.61,1591.26,34.75,155.02,67.85,332.14,414.08,800.96,84.91,196.95,36.81,277.27,83.8,311,79.79,296.69,638.24,640.99,85,121.81,158.83,35.7278,550.05,48.01,410.46,416.64,282.35,423.9,74.85,179,594.27,308.03,64.93,136.75,60.17,74.72,108.66,100.28,86.5,268.13,56.26,212.05,160.69,148.13,366.03,276.4,257.71,6.02,100.39,215.59,174.19,164.75,272.89,165.59,97.52,35.7278,187.63,43.03,71.41,121.78,31.28,65.47,88.19
10/20/2021,149.26,307.41,3415.06,2848.3,865.8,221.03,340.78,509.39,56.2,469.77,161.31,632.37,54.71,55.37,132.16,116.39,625.14,199.38,121.94,570.53,209.66,223.64,258.36,133.98,113.86,339.8,734.01,68.27,60.29,2384.18,213.05,176.92,34.46,66.86,565.5,110.11,562.71,78.08,185.49,333.01,1604.01,34.9,153.27,67.19,331.03,413.45,767.7,85.53,197.52,36.92,277.26,84.9,315.5,79.16,298.64,644.41,642.2,84.93,121.89,160.09,36.3597,556.54,48.39,409.69,414.4,283.33,423.7,74.88,180.96,608.2,313.18,65.57,139.2,60.63,75.97,109.19,101.34,86.93,266.57,56.01,211.93,159.16,149.48,365.65,275.71,256.28,6.2,101.37,214.24,174.85,165.64,271.26,167.27,99.4,36.3597,188.39,43.21,72.06,122.65,31.19,65.65,90.65
10/21/2021,149.48,310.76,3435.01,2855.61,894,226.92,341.88,514.15,55.69,477.23,159.18,638.66,54.03,56,133.05,119.33,653.16,201.29,116.85,578.35,208.99,224.52,243.21,133.34,114.44,339.63,735.67,68.64,60.16,2411.13,214.71,178.81,35.01,66.99,555.42,110.16,569.37,78.7,187.09,339.57,1583.94,34.38,155.65,67.07,335.51,411.58,787.56,83.97,201.25,36.38,281.01,85.2,321.01,79.08,305.68,663.25,645.24,85.25,122.38,165.45,36.2603,568.1,49.14,417.12,424.04,284.1,424.64,76.01,180.6,599.49,318.69,65.61,140.63,61.22,76.21,110.71,102.45,86.74,270.21,56.1,213.14,175.53,151.84,370.65,274.78,259.77,6.11,101.75,216.08,173.9,166.97,279.87,168.83,97.15,36.2603,190.55,42.61,71.87,123.66,31.2,65.87,94.83
10/22/2021,148.69,309.16,3335.55,2772.5,909.68,227.26,324.61,515.41,55.11,481.99,159.97,643.58,54.22,49.46,131.62,119.82,664.78,199.07,116.87,590.8,209.24,217.4,240.4,135.93,114.55,341.52,730.93,67.51,60.52,2394.59,217.75,178.42,35.42,67.24,556.74,110.18,572.36,79.27,183.52,326.54,1503.78,34.66,154.75,66.31,343.03,409.15,800.97,83.07,199.93,36.38,280.79,85.58,321.12,79,308.58,663.57,651.85,84.73,123.77,166.76,36.4307,566.57,49,423.2,421.73,283.39,426.83,75.2,177.64,590.56,321.73,65.55,141.07,61.79,80.59,110.39,103.15,87,264.8,56.05,213.96,169.32,152.27,370.04,277.58,260.38,6.07,102.24,218.75,171.43,165.12,274.73,167.47,99.05,36.4307,191.47,42.52,71.81,123.86,30.44,65.79,93.83
10/25/2021,148.64,308.13,3320.37,2775.46,1024.86,231.66,328.69,522.07,55.14,490.1,159.22,646.97,54.08,49.41,131.93,122.36,671.66,200.2,115.93,602.56,207.63,217.54,246.88,135.76,114.71,343.59,731.01,68.76,60.34,2412.98,218.07,180.52,35.73,67.67,551.97,111.11,576.2,81.19,184.99,349.56,1536.51,34.44,154.79,67.67,343.23,420.78,788.44,84.25,200.29,36.22,282.15,84.67,324,78.96,311.79,661.34,652.52,84.38,123.18,167.37,36.6295,568.34,49.22,429.01,427.94,280.1,428.59,75.8,175.47,589.81,324.7,64.66,142.19,61.77,80.57,113.12,105.02,87.23,269.94,56.15,212.02,167.65,153.28,374.21,279.79,261.05,6.04,102.48,219.52,175.52,165.18,277.86,168.36,100.64,36.6295,191.54,41.83,71.63,122.37,29.1,66.75,96.6
10/26/2021,149.32,310.11,3376.07,2793.44,1018.43,247.17,315.81,533.87,55.81,485.53,161.17,642.5,53.76,48.28,131.94,122.93,668.52,196.98,116.36,608.61,208.68,218.32,243,132,114.92,348.7,728.23,68.94,60.83,2443.03,218.8,179.88,35.69,67.73,548.94,109.84,592.15,80.76,184.07,345.74,1544.66,34.58,156.04,67.73,341.97,417.19,791.23,81.48,196.15,36.44,282.76,84.42,328.03,78.75,312.8,658.35,651.96,85.58,123.53,172.93,36.9348,565.64,48.31,424.52,432.73,287.08,430.5,73.79,168.83,593.3,325.76,64.48,142.4,62.26,78.5,113.86,104.96,86.88,271.12,56.03,211.32,163.2,153.22,376.47,278.7,255.71,6.03,98.9,215.71,177.7,164.33,280.58,167.38,93.19,36.9348,188.47,41.59,71.95,120.36,28.86,66.55,93.46
10/27/2021,148.85,323.17,3392.49,2928.55,1037.86,244.51,312.22,523.11,56.18,489.11,160.61,640.08,52.44,47.89,131.2,122.28,662.92,187.1,116.62,613.13,206.58,215.72,234.94,132.16,113.51,348.98,714.51,68.24,60.39,2428.09,221.95,170.46,35.86,66.77,553.62,98.83,589.6,78.65,180.94,340.88,1500,34.2,159.8,67.7,340.57,412.01,801,80.86,192.41,36.4,283.13,84.3,319.13,77.71,308.51,650.95,640.5,84.88,122.48,165.1,36.9064,558.54,47.12,412.88,433.7,279,422.94,72.37,167.75,604.39,323.89,63.39,140.37,61.77,77.66,110.66,104.49,85.77,259.95,55.57,207.88,158.46,151.59,370.14,272.81,250.01,5.96,100.35,211.83,174.61,165.9,277.96,163.25,92.29,36.9064,184.37,40.2,69.89,118.12,28.95,64.97,88.45
10/28/2021,152.57,324.35,3446.57,2922.58,1077.04,249.41,316.92,529.57,56.24,490.53,161.62,639.28,51.9,48.08,133.69,121.16,674.05,187.87,116.04,615.41,207.17,218.48,236.83,136.02,113.2,355.61,706.27,69.58,60.95,2429.77,222.94,172.46,36.24,67.34,565.95,98.53,625.19,78.88,182,347.92,1516.87,35.49,159.97,68.48,355.34,413.55,813.19,80.92,199.9,36.48,286.74,84.71,326.78,77.32,317.1,624.8,653.02,84.9,123.36,168.92,37.4531,570.32,47.1,417.33,443.46,281.17,426.06,74.43,168.71,631.8,335.02,64.33,140.23,62.19,72.41,112.97,107.28,89.4,264.87,56.18,209.32,156.06,152.81,374.99,276.58,244.63,6.08,99.98,210.71,177.79,169.84,275.91,164.5,92.45,37.4531,185.94,40.76,70.67,118.73,28.87,65.74,90.31
10/29/2021,149.8,331.62,3372.43,2965.41,1114,255.67,323.57,531.67,55.97,491.54,161.6,650.36,51.43,49,133.04,120.23,690.31,187.48,115.03,625.99,206.97,218.62,232.59,136.65,106.07,361.13,674.89,69.1,60.74,2420.78,224.49,173.49,36.17,64.88,563.57,98.49,639.94,78.19,184.93,345.21,1481.02,36.09,160.02,68.5,372.76,415.06,812.88,78.28,200.86,35.89,289.98,84.71,333.18,78.09,317.61,622.32,666.14,85,123.28,173.11,37.7655,623.21,47.02,458.13,466.01,281.8,433.1,74.09,162.24,624.37,341.35,64.59,140.25,62.38,76.72,113.2,107.76,89.62,266.68,57.08,210.27,150.78,155.29,379.58,274.65,247.18,6.09,97.59,222.67,176.33,167.13,278.29,164.82,88.92,37.7655,186.65,39.74,74.29,119.6,28.56,66.98,91.44
11/01/2021,148.96,329.37,3318.11,2875.48,1208.59,258.27,329.98,528.05,56.1,491.87,161.26,640.2,52.26,49.55,134.81,125.23,681.17,187.47,115.86,608.81,209.79,219.76,231.28,139.51,109.8,355.03,671.37,70.7,60.91,2489.69,222.14,174.99,35.69,65.64,572.76,101.99,639.15,79.35,185.4,337.17,1489.66,36.4,161.83,68.96,380.26,416.8,807.45,82.5,205.13,36.73,288.07,85.13,329.84,78,315.01,619.73,666.48,85.46,121.6,173.84,38.2626,627.27,47.32,450.14,458.88,269.17,430.72,76.9,170.32,661.46,344.93,64.5,141.77,62.46,76.3,114.01,110.76,91.09,272.1,56.78,208.94,154.09,154.57,376.44,278.94,250.2,6.28,102.68,223.07,178.61,169.8,277.96,166,93.48,38.2626,187.64,41.06,76.28,116.35,29.42,69.35,92.83
11/02/2021,150.02,333.13,3312.75,2917.26,1172,264.01,328.08,537.07,57.62,496.99,162.74,640.4,52.64,49.86,135.23,127.63,677.72,189.34,115.8,618.39,214.26,221.19,229.46,141.21,111.45,360.37,681.5,70.76,61.36,2453.83,225.17,177.94,35.69,65.9,574.24,99.38,638.77,77.67,181.4,348.64,1508.71,35.97,160.06,69.91,388.75,417.21,812.02,80.7,206.56,37.08,291.28,85.3,333.19,78.62,314.92,621.1,627.35,85.89,123.43,175.55,38.1561,639.64,47.75,450.29,464.64,268.12,435.32,78.78,162.27,667.06,346.91,64.71,140.17,63.56,74.9,114.54,111.35,91.66,272.51,57.42,209.31,148.55,154.03,384.17,280.29,253.7,6.29,100.29,225.71,180.49,170.75,281.86,164.98,92.28,38.1561,189.21,41.6,76.67,117.11,28.93,63.48,89.37
11/03/2021,151.49,334,3384,2935.8,1213.86,265.98,331.62,542.37,57.65,502.33,164.3,655.18,52.95,50.39,138.48,130.53,688.29,189.19,121.94,622.87,218.13,222.8,230.38,142.75,112.61,361.49,692.54,71.25,62.34,2435.33,225.75,178.8,35.68,67.41,581.4,101.46,652.1,66.75,189.07,345.92,1531.93,36.09,164.53,69.25,393.67,419.57,830.02,81.36,215.78,37.42,288.96,84.93,333.41,79.65,308.37,621.57,625.66,87.32,123.45,172.97,38.3762,619.74,49.23,445.43,467.48,270.65,437.92,79.77,165.37,673.61,348.33,63.5,139.5,63.83,75.45,117.33,113.27,90.51,279.59,57.27,214.29,152.94,155.74,384.86,285.66,254.25,6.49,102.38,226.09,186.71,173.51,283.21,166.25,92.39,38.3762,185.54,41.58,78.24,116.43,28.62,66.79,89.9
11/04/2021,150.96,336.44,3477,2973.66,1229.91,298.01,335.85,548.62,57.12,515.62,164.31,674.08,52.73,50.31,156.11,137.5,668.4,191.11,122.65,625.68,214.93,222.49,228.22,150.13,112.16,363.32,686.07,72.24,62.09,2437.01,226.19,180.73,35.43,66.47,598.73,101.97,647.63,68.23,194.21,284.02,1556.49,36.15,164.09,71.54,409.08,421.83,850.49,80.3,219.26,37.19,290.48,83.89,341.72,79.54,318.97,633.87,639.96,87.78,123.74,179.56,38.4188,629.82,49.51,449.12,473.94,279.62,440.59,82.92,162.58,679.26,355.26,63.07,142.48,63.83,76.28,117.59,108.07,89.58,280.41,58.53,216.6,156.98,155.31,409.97,282.2,255.7,6.39,101.28,230.53,189.15,171.38,284.11,166.44,86.67,38.4188,185,41.33,75.69,115.84,28.61,67.49,86.06
11/05/2021,151.28,336.06,3518.99,2984.82,1222.09,297.52,341.13,558.92,57.07,513.12,166,662.72,53.9,50.92,163.03,136.34,645.72,193.4,122.67,614.99,213.77,226.06,225.78,153.29,116.91,364.95,689.32,72.92,62.26,2618.97,229.6,184.18,35.41,66.32,610.77,100.36,611.54,67.83,192.85,236.99,1629.76,36.38,167.61,71.86,416.73,408.14,847,77.57,224.25,37.84,289.92,85.04,340.75,79.91,324.52,638.08,637.4,91.63,124.63,178,38.4401,635.46,50.2,440.22,467.91,273.43,441.95,85.76,158.23,687.19,348.83,63.8,139.57,63.09,75.57,119.65,110,90,278.68,58.23,214.59,160.73,153.92,406.69,264.7,254.89,6.41,101.51,232.66,190.86,164.06,267.49,166.07,83.67,38.4401,187.07,41.48,75.53,116.64,30.21,67.86,55.64
11/08/2021,150.44,336.99,3488.98,2987.03,1162.94,308.04,338.62,558.95,57,503.81,162.43,666.02,53.49,51.55,165.85,150.16,651.45,192.36,120.86,615.25,211.37,225.73,229.42,152.96,115.16,365.42,695.18,74.56,61.88,2639.86,227.49,184.46,35.47,65.97,609.07,100.02,622.78,66.82,192.23,244.68,1650,35.76,168.39,73,412.84,402.18,849.93,77.47,223.08,37.2,292.73,83.9,342.91,80.17,329.07,635.16,634.21,90.83,123.19,179.24,37.7158,637.09,49.9,442.76,466.14,282.93,436.86,84.17,161.42,710.87,351.45,62.74,138.16,62.99,73.76,118.62,110.66,88.93,272.7,58.23,214.91,155.91,154.17,406.25,259.9,257.95,6.46,103.51,232.72,190.36,167.77,273.91,168.69,83.24,37.7158,185.32,40.56,74.46,118.13,31.12,66.49,51.25
11/09/2021,150.81,335.95,3576.23,2984.97,1023.5,306.57,335.37,557.8,57.44,508.71,163.51,667.92,53.75,51.2,166.74,148.92,655.99,190.79,119.86,612.78,211.71,227.75,205.42,156.29,114.13,364.15,696.31,75.59,62.24,2648.2,229.2,185,35.54,66.15,621.91,99.62,616.31,67.1,191.09,236.85,1709.98,35.78,164.77,72.94,417.11,395.36,850.05,77.19,221.05,37.35,293.48,83.04,348.26,80.51,329.4,643.45,629.26,91.76,122.97,182.37,38.4046,637.05,49.1,444.5,470.24,293.18,436.95,82.92,161.63,711.02,351.94,63.6,139.79,62.7,73.96,119.27,111.15,88.02,270.03,58.82,216.29,155.59,154.4,405.97,258.4,268.28,6.43,100.83,233.58,185.86,164.16,275.17,173.31,83.24,38.4046,187.02,40.54,74.16,118.36,30.41,66.53,50.13
11/10/2021,147.92,330.8,3482.05,2932.52,1067.95,294.59,327.64,548.77,57.77,505.51,164.04,647.5,54.17,50.76,159.8,139.87,646.91,187.02,119.55,603.98,213.21,225.41,204.64,150.4,113.25,359.49,701.25,73.41,62.73,2569.78,229.64,180.86,35.47,67.32,605.78,100.25,622.2,66.66,187.91,228.96,1592.22,35.87,160.99,70.97,404.35,385.65,817.85,77.74,214.22,37.49,291.01,84.18,337.66,80.65,320.53,647.97,622.43,91.98,123.11,177.48,38.6602,620.42,48.97,433.57,457.36,281.56,433.91,80.96,161.56,689.61,345.01,64.39,139.28,63.14,73.23,118.67,111.62,89.46,266.93,58.86,213.82,154.05,151.96,392.66,251.26,258.04,6.44,103.18,231.69,180.5,160.31,255.66,164.41,86.51,38.6602,188.8,40.69,74.36,117.3,30.38,65.39,48.95
11/11/2021,147.87,332.43,3472.5,2934.96,1063.51,303.9,327.74,555.4,56.76,512.18,162.69,643.17,53.66,50.53,164.42,146.01,657.58,188.6,118.47,606.87,211.56,221.01,202.03,153.9,111.44,350.79,694.21,74.55,62.47,2479.04,228.55,183.1,35.12,67.43,613.7,99.92,626.64,67.5,185.87,225.82,1577.08,35.62,156.87,73.42,412.79,385.16,833.39,84.2,219.1,37.28,295.24,82.61,340.36,81.07,325.21,645.09,615.05,92.27,123.4,177.23,38.8377,637.39,49.94,441.59,453,280.92,433.99,83.5,167.26,685.91,349.37,63.5,144.45,62.92,73.3,115.47,113.58,89.94,266.57,59.3,212.99,149.75,152.19,385.41,247.6,255.53,6.57,110.27,233.14,177.38,161.99,254.55,163.79,92.87,38.8377,188.32,41.15,74.63,117.66,30.94,65.11,50.52
